Unnamed: 0,axis-0,axis-1,axis-2,R,G,B,label,labels
33,20.0,251.0,400.0,0.0811471270215046,0.3752120777315912,0.5436407952469041,TP,
34,20.0,321.0,376.0,0.2598245988408928,0.1773316544216086,0.5628437467374985,TP,
35,5.0,491.0,347.0,0.6649959230874921,0.1647899029092868,0.1702141740032208,TP,
36,12.0,465.0,381.0,0.1453478931292393,0.6596615229019238,0.1949905839688368,TP,
37,22.0,125.0,440.0,0.0914743697008428,0.360726957297083,0.5477986730020741,TP,
38,9.0,380.0,399.0,0.4260922381354141,0.1667771443350668,0.4071306175295191,TP,
39,12.0,258.0,457.0,0.3050252106111866,0.4844570370286668,0.2105177523601466,TP,
40,7.0,340.0,491.0,0.0735568700961906,0.3066557032941721,0.6197874266096371,FP,black cell
41,8.0,78.0,479.0,0.1246512349588298,0.6639880741108825,0.2113606909302878,TP,
42,8.0,107.0,469.0,0.2644485715051647,0.5341168130790023,0.2014346154158329,TP,
43,12.0,192.0,387.0,0.3713532041359196,0.4648549006544148,0.1637918952096654,TP,
44,12.0,42.0,451.0,0.3479718655504607,0.4474384700142101,0.204589664435329,TP,
45,5.0,368.0,399.0,0.2865885939110668,0.1829068567546136,0.5305045493343197,TP,
46,11.0,459.0,476.0,0.2443147118886556,0.2913266368983634,0.4643586512129808,FP,black cell
47,5.0,44.0,483.0,0.0803435167809076,0.3163290211465542,0.6033274620725381,FP,black cell
48,20.0,100.0,403.0,0.4722464481059268,0.2586623856996966,0.2690911661943766,TP,
49,5.0,295.0,353.0,0.2342543170440084,0.1685908970733584,0.5971547858826332,TP,
50,11.0,206.0,358.0,0.1896833293995516,0.1777169143413506,0.6325997562590977,TP,
51,22.0,160.0,482.0,0.2093467233264742,0.1575941864843195,0.633059090189206,TP,
52,11.0,471.0,24.0,0.601995327458732,0.1853906644052407,0.2126140081360273,TP,
53,10.0,17.0,52.0,0.6515101584886699,0.212158176543508,0.136331664967822,TP,
54,19.0,73.0,276.0,0.6647497996311488,0.1966662250233012,0.13858397534555,TP,
55,21.0,244.0,337.0,0.6859449960098353,0.1750015664660105,0.1390534375241542,TP,
56,22.0,215.0,241.0,0.0488220303053031,0.1660873259458126,0.7850906437488842,TP,
57,17.0,176.0,229.0,0.6817118991424028,0.1898773360209094,0.1284107648366876,TP,
58,16.0,447.0,201.0,0.6420585359348072,0.1855423753820388,0.172399088683154,TP,
59,10.0,399.0,222.0,0.7125582154256769,0.167704171838283,0.1197376127360401,TP,
60,11.0,291.0,83.0,0.2917526978048891,0.1510051856636025,0.5572421165315085,TP,
61,18.0,280.0,171.0,0.6454497533094513,0.1923682623424022,0.1621819843481463,TP,
62,16.0,306.0,147.0,0.6396339021954104,0.2033577470918748,0.1570083507127147,TP,
63,14.0,397.0,320.0,0.5709790189129637,0.1975972786192864,0.2314237024677499,TP,
64,10.0,296.0,291.0,0.6373209387435665,0.18396321845369,0.1787158428027433,TP,
65,18.0,356.0,263.0,0.5688384934140863,0.1884243626716849,0.2427371439142287,TP,
66,13.0,40.0,292.0,0.651342228389936,0.1914330158330646,0.1572247557769993,TP,
67,16.0,425.0,326.0,0.0708748501343656,0.1689781299173804,0.7601470199482537,TP,
68,15.0,182.0,191.0,0.5705334253031106,0.223485094476752,0.2059814802201374,TP,
69,14.0,116.0,135.0,0.6069767096395622,0.2395771774431696,0.1534461129172682,TP,
70,18.0,257.0,242.0,0.6216963401761738,0.19019387709111,0.1881097827327162,TP,
71,15.0,122.0,35.0,0.4351872487033034,0.4140899817340112,0.1507227695626853,TP,
72,14.0,45.0,343.0,0.5910842835703801,0.2176954925830156,0.1912202238466041,TP,
73,7.0,16.0,328.0,0.6408537629034664,0.2053743904471881,0.1537718466493454,TP,
74,22.0,160.0,36.0,0.0562119112914639,0.1460602351682953,0.7977278535402407,TP,
75,5.0,293.0,262.0,0.2892511930715268,0.1818481660921325,0.5289006408363405,TP,
76,15.0,236.0,173.0,0.0635913034656462,0.1537994656417428,0.7826092308926109,TP,
77,18.0,54.0,214.0,0.5518778963188323,0.2219637297851348,0.2261583738960329,TP,
78,16.0,105.0,209.0,0.0729633064567208,0.1756532690460605,0.7513834244972185,TP,
79,5.0,460.0,335.0,0.3676273033903271,0.4450059575010062,0.1873667391086667,TP,
80,12.0,486.0,169.0,0.4226660175820888,0.4441782036880189,0.1331557787298923,TP,
81,18.0,395.0,101.0,0.3190783455933092,0.1920170263549782,0.4889046280517126,TP,
82,15.0,148.0,256.0,0.636467142250893,0.206800286479462,0.156732571269645,TP,
83,10.0,181.0,141.0,0.4189691815886906,0.4212896024153945,0.1597412159959146,TP,
84,21.0,350.0,125.0,0.1206843294044798,0.6686932536525001,0.21062241694302,TP,
85,15.0,289.0,214.0,0.0647149041592204,0.1649024768763177,0.7703826189644619,TP,
86,19.0,141.0,340.0,0.3069295111094252,0.1884327170951208,0.5046377717954541,TP,
87,22.0,170.0,328.0,0.5563565888355805,0.2019839866682153,0.2416594244962041,TP,
88,11.0,416.0,69.0,0.0609032546003133,0.1459423179948365,0.7931544274048501,TP,
89,8.0,242.0,239.0,0.2852074711557712,0.1634248737936446,0.5513676550505842,TP,
90,6.0,422.0,189.0,0.0622647293405001,0.3893534398430873,0.5483818308164125,TP,
91,6.0,500.0,226.0,0.6672966766659189,0.1628779082099452,0.1698254151241358,TP,
92,16.0,75.0,320.0,0.4190736109268464,0.4283838193301132,0.1525425697430405,TP,
93,6.0,194.0,122.0,0.1130315541858381,0.7053975092191164,0.1815709365950453,TP,
94,18.0,375.0,330.0,0.1036763262109101,0.7270434680746373,0.1692802057144525,TP,
95,5.0,266.0,308.0,0.3717266391801838,0.4378711382060191,0.190402222613797,TP,
96,22.0,493.0,191.0,0.3814987239407103,0.4461381595522039,0.1723631165070857,TP,
97,12.0,368.0,113.0,0.0484896153302082,0.1540149996798754,0.7974953849899163,TP,
98,20.0,243.0,83.0,0.3143808387995556,0.2065161909113144,0.47910297028913,TP,
99,10.0,113.0,325.0,0.1210913160393634,0.7089789010110552,0.1699297829495812,TP,
100,21.0,93.0,49.0,0.3351978783272336,0.44512943517368,0.2196726864990864,TP,
101,9.0,441.0,285.0,0.2222614172527683,0.1652156292662829,0.6125229534809488,TP,
102,12.0,447.0,139.0,0.5561706986318021,0.1808792964230574,0.2629500049451404,TP,
103,5.0,65.0,233.0,0.5618940723963078,0.2166773903661092,0.2214285372375828,TP,
104,14.0,408.0,162.0,0.6110680427053423,0.1901314122579908,0.1988005450366668,TP,
105,7.0,261.0,201.0,0.261405723059928,0.1710336134535413,0.5675606634865306,TP,
106,7.0,50.0,51.0,0.3005966473635417,0.5080577670961127,0.1913455855403456,TP,
107,10.0,204.0,295.0,0.2709930571460008,0.1879647652444273,0.541042177609572,TP,
108,7.0,262.0,18.0,0.1285148964904926,0.6661347430599507,0.2053503604495567,TP,
109,6.0,318.0,74.0,0.2720381586155594,0.1948533774426376,0.5331084639418028,TP,
110,13.0,428.0,14.0,0.2399960523305092,0.1769655541464286,0.583038393523062,TP,
111,22.0,447.0,316.0,0.1335677344209837,0.6513551798544704,0.2150770857245458,TP,
112,11.0,304.0,180.0,0.0882140403680173,0.355059924685061,0.5567260349469216,TP,
113,14.0,469.0,127.0,0.572169801652296,0.2539078533722588,0.1739223449754451,TP,
114,6.0,387.0,201.0,0.3985228913279937,0.4549918768539439,0.1464852318180622,TP,
115,7.0,191.0,255.0,0.321565970100222,0.5248229966753905,0.1536110332243875,TP,
116,12.0,91.0,84.0,0.3599599420407036,0.464364957096034,0.1756751008632624,TP,
117,12.0,441.0,111.0,0.2992943524990415,0.1645627679517294,0.536142879549229,TP,
118,7.0,407.0,297.0,0.3795608689069337,0.4323578860174317,0.1880812450756345,TP,
119,6.0,50.0,261.0,0.3460937131101557,0.4515586067525998,0.2023476801372443,TP,
120,10.0,331.0,175.0,0.320522795362377,0.5336180352223062,0.1458591694153167,TP,
121,6.0,238.0,44.0,0.3553163146165904,0.4590054824313029,0.1856782029521065,TP,
122,17.0,352.0,81.0,0.3794586946269033,0.4452249479951025,0.175316357377994,TP,
123,7.0,62.0,182.0,0.2903311124158592,0.5038860498386268,0.205782837745514,TP,
124,16.0,73.0,102.0,0.3178509875620157,0.4934126986123835,0.1887363138256007,TP,
125,16.0,376.0,298.0,0.3102847612648077,0.1798874309912188,0.5098278077439735,TP,
126,9.0,351.0,280.0,0.5583580813098266,0.181756032685618,0.2598858860045552,TP,
127,14.0,244.0,319.0,0.1215095265033137,0.4075817940089308,0.4709086794877553,TP,
128,21.0,422.0,145.0,0.2689722867097197,0.5556854675151525,0.1753422457751277,TP,
129,8.0,278.0,116.0,0.3318162331017437,0.4713659994281969,0.1968177674700594,TP,
130,12.0,360.0,236.0,0.3262503779343798,0.4378755940381593,0.2358740280274609,TP,
131,14.0,482.0,195.0,0.2848435959238798,0.2123629092614917,0.5027934948146283,TP,
132,15.0,401.0,262.0,0.3504470790804064,0.4414074995859232,0.2081454213336704,TP,
133,12.0,118.0,233.0,0.2903509115956346,0.4713265666258981,0.2383225217784672,TP,
134,9.0,481.0,144.0,0.3512494165789945,0.4714528355905195,0.1772977478304858,TP,
135,20.0,175.0,112.0,0.3311730340744819,0.4508750336186528,0.2179519323068654,TP,
136,7.0,497.0,110.0,0.2972568029374456,0.481998597383472,0.2207445996790824,TP,
137,13.0,466.0,311.0,0.2831164865378902,0.5387281136613709,0.178155399800739,TP,
138,18.0,493.0,81.0,0.4114673787889296,0.3899772330317816,0.1985553881792886,TP,
139,5.0,320.0,330.0,0.1566632847902264,0.5907802588916464,0.2525564563181271,TP,
140,22.0,111.0,334.0,0.3735640564689383,0.4123641064252646,0.2140718371057971,TP,
141,21.0,23.0,156.0,0.2470068089525893,0.4598760121017726,0.293117178945638,TP,
142,9.0,492.0,204.0,0.2148066080865885,0.1651450336323083,0.6200483582811032,TP,
143,17.0,476.0,300.0,0.2742433090476631,0.5398731336248692,0.1858835573274677,TP,
144,21.0,290.0,87.0,0.3858327170650415,0.3836648133711584,0.2305024695638,TP,
145,5.0,395.0,277.0,0.1495878363376034,0.1623609785866679,0.6880511850757286,TP,
146,9.0,267.0,253.0,0.077023526403965,0.3268621310972183,0.5961143424988167,FP,black cell
147,10.0,88.0,21.0,0.2180685335794486,0.3362031196695638,0.4457283467509874,FP,black cell
148,6.0,467.0,269.0,0.1692258487850845,0.145754422234679,0.6850197289802363,TP,
149,4.0,379.0,140.0,0.6108405477084196,0.2305298222976854,0.1586296299938949,TP,
150,9.0,396.0,126.0,0.1086387163386166,0.1791888980209037,0.7121723856404796,TP,
151,11.0,83.0,122.0,0.2249623690816255,0.1713260825243381,0.6037115483940363,FP,background
152,7.0,255.41436964342176,383.8613066607721,0.077023526403965,0.3268621310972183,0.5961143424988167,FN,
153,6.0,350.4410871923711,145.89839107192927,0.2443147118886556,0.2913266368983634,0.4643586512129808,FN,
154,18.0,369.5296180693504,188.776461207396,0.2443147118886556,0.2913266368983634,0.4643586512129808,FN,
155,19.0,370.97453777616295,417.7563049986115,0.4137798578633206,0.1917566985290366,0.3944634436076426,FN,
